NO,food,ENERC_KCAL,PROT-,FAT-,CHOAVLDF-,K,CA,MG,P,FE,ZN,CU,VITA_RAE,VITD,TOCPHA,VITK ,THIA,RIBF,NE,VITB6A,VITB12,FOL,PANTAC,VITC,FIB-,NACL_EQ
649,つるむらさき　茎葉　生,11,0.7,0.2,0.6,210,150,67,28,0.5,0.4,0.05,250,0,1.1,350,0.03,0.07,0.5,0.09,0,78,0.21,41,2.2,0
650,つるむらさき　茎葉　ゆで,12,0.9,0.2,0.3,150,180,41,24,0.4,0.4,0.07,280,0,1.3,350,0.02,0.05,0.5,0.04,0,51,0.15,18,3.1,0
651,つわぶき　葉柄　生,19,0.4,0,3.1,410,38,15,11,0.2,0.1,0.02,5,0,0.4,8,0.01,0.04,0.5,0.02,0,16,0.1,4,2.5,0.3
652,つわぶき　葉柄　ゆで,14,0.3,0,2.1,160,31,8,33,0.1,0.1,0.02,7,0,0.4,8,0.01,0.03,0.3,0.01,0,7,0,0,2.3,0.1
653,とうがらし　葉･果実　生,32,3.4,0.1,2.5,650,490,79,65,2.2,0.4,0.12,430,0,7.7,230,0.08,0.28,2,0.25,0,87,0.41,92,5.7,0
654,とうがらし　葉･果実　油いため,81,4,4.9,3.4,690,550,87,76,2.8,0.4,0.13,480,0,8.5,250,0.12,0.28,2.2,0.28,0,96,0.45,56,6.3,0
655,とうがらし　果実　生,72,3.9,3.4,9.2,760,20,42,71,2,0.5,0.23,640,0,8.9,27,0.14,0.36,4.5,1,0,41,0.95,120,10.3,0
656,とうがらし　果実　乾,270,14.7,12,23.5,2800,74,190,260,6.8,1.5,0.85,1500,0,30,58,0.5,1.4,17,3.81,0,30,3.61,1,46.4,0
657,とうがん　果実　生,15,0.5,0.1,2.7,200,19,7,18,0.2,0.1,0.02,0,0,0.1,1,0.01,0.01,0.5,0.03,0,26,0.21,39,1.3,0
658,とうがん　果実　ゆで,15,0.6,0.1,2.4,200,22,7,19,0.3,0.1,0.01,0,0,0.1,0,0.01,0.01,0.5,0.03,0,25,0.2,27,1.5,0
659,（とうもろこし類）　スイートコーン　未熟種子　生,89,3.6,1.7,14.8,290,3,37,100,0.8,1,0.1,4,0,0.3,1,0.15,0.1,2.8,0.14,0,95,0.58,8,3,0
660,（とうもろこし類）　スイートコーン　未熟種子　ゆで,95,3.5,1.7,16.6,290,5,38,100,0.8,1,0.1,4,0,0.3,0,0.12,0.1,2.7,0.12,0,86,0.51,6,3.1,0
661,（とうもろこし類）　スイートコーン　未熟種子　電子レンジ調理,104,4.2,2.2,17.1,330,3,42,120,0.9,1.1,0.1,5,0,0.3,0,0.16,0.11,3,0.14,0,97,0.67,6,3.4,0
662,（とうもろこし類）　スイートコーン　未熟種子　穂軸つき　冷凍,96,3.5,1.5,16.3,230,4,33,90,0.6,1,0.08,7,0,0.1,0,0.12,0.09,2.6,0.1,0,77,0.49,6,2.8,0
663,（とうもろこし類）　スイートコーン　未熟種子　カーネル　冷凍,91,2.9,1.3,15.6,230,3,23,79,0.3,0.5,0.04,6,0,0.1,0,0.1,0.07,2.2,0.09,0,57,0.41,4,4.8,0
664,（とうもろこし類）　スイートコーン　未熟種子　カーネル　冷凍　ゆで,92,2.8,1.5,13,200,3,22,72,0.2,0.4,0.03,6,0,0.1,0,0.08,0.06,2,0.08,0,48,0.33,2,6.2,0
665,（とうもろこし類）　スイートコーン　未熟種子　カーネル　冷凍　油いため,125,2.9,5.8,15.4,230,3,23,78,0.3,0.5,0.04,6,0,0.8,6,0.1,0.07,2.3,0.09,0,56,0.37,3,4.7,0
666,（とうもろこし類）　スイートコーン　缶詰　クリームスタイル,82,1.7,0.5,17,150,2,18,46,0.4,0.4,0.04,4,0,0.1,0,0.02,0.05,1,0.03,0,19,0.34,3,1.8,0.7
667,（とうもろこし類）　スイートコーン　缶詰　ホールカーネルスタイル,78,2.3,0.5,14.7,130,2,13,40,0.4,0.6,0.04,5,0,0.1,0,0.03,0.05,1.2,0.05,0,18,0.19,2,3.3,0.5
668,（とうもろこし類）　ヤングコーン　幼雌穂　生,29,2.3,0.2,3.9,230,19,25,63,0.4,0.8,0.09,3,0,0.4,1,0.09,0.11,1.2,0.16,0,110,0.4,9,2.7,0
669,（トマト類）　赤色トマト　果実　生,20,0.7,0.1,3.5,210,7,9,26,0.2,0.1,0.04,45,0,0.9,4,0.05,0.02,0.8,0.08,0,22,0.17,15,1,0
670,（トマト類）　赤色ミニトマト　果実　生,30,1.1,0.1,5.6,290,12,13,29,0.4,0.2,0.06,80,0,0.9,7,0.07,0.05,0.9,0.11,0,35,0.17,32,1.4,0
671,（トマト類）　黄色トマト　果実　生,18,1.1,0.4,2.2,310,6,10,35,0.3,0.2,0.04,9,0,1.2,7,0.08,0.03,1.1,0.07,0,29,0.14,28,1.3,0
672,（トマト類）　ドライトマト,291,14.2,2.1,47.8,3200,110,180,300,4.2,1.9,0.82,220,0,18,31,0.68,0.3,14,0.95,0,120,1.08,15,21.7,0.3
673,（トマト類）　加工品　ホール　食塩無添加,21,0.9,0.2,3.2,240,9,13,26,0.4,0.1,0.08,47,0,1.2,5,0.06,0.03,0.8,0.1,0,21,0.22,10,1.3,0
674,（トマト類）　加工品　トマトジュース　食塩添加,15,0.7,0.1,3.3,260,6,9,18,0.3,0.1,0.06,26,0,0.7,2,0.04,0.04,0.8,0.09,0,17,0.18,6,0.7,0.3
675,（トマト類）　加工品　トマトジュース　食塩無添加,18,0.7,0.1,3.3,260,6,9,18,0.3,0.1,0.06,26,0,0.7,2,0.04,0.04,0.8,0.09,0,17,0.18,6,0.7,0
676,（トマト類）　加工品　ミックスジュース　食塩添加,18,0.6,0,3.7,200,11,13,11,0.3,0.1,0.08,32,0,0.8,6,0.03,0.03,0.5,0.06,0,10,0.2,3,0.7,0.2
677,（トマト類）　加工品　ミックスジュース　食塩無添加,18,0.6,0,3.7,200,11,13,11,0.3,0.1,0.08,32,0,0.8,6,0.03,0.03,0.5,0.06,0,10,0.2,3,0.7,0
678,トレビス　葉　生,17,1.1,0.2,2.3,290,21,11,34,0.3,0.2,0.06,1,0,0.1,13,0.04,0.04,0.4,0.03,0,41,0.24,6,2,0
679,とんぶり　ゆで,89,6.1,3.5,6.7,190,15,74,170,2.8,1.4,0.25,67,0,4.6,120,0.11,0.17,1.3,0.16,0,100,0.48,1,7.1,0
680,ながさきはくさい　葉　生,12,1.3,0.1,0.8,300,140,27,37,2.3,0.3,0.05,160,0,1.3,130,0.05,0.13,0.9,0.14,0,150,0.28,88,2.2,0.1
681,ながさきはくさい　葉　ゆで,18,2.2,0.1,1.6,120,120,24,48,1.6,0.2,0.04,220,0,1.3,150,0.02,0.07,0.7,0.06,0,69,0.11,23,2.4,0
682,（なす類）　なす　果実　生,18,1.1,0.1,3,220,18,17,30,0.3,0.2,0.06,8,0,0.3,10,0.05,0.05,0.7,0.05,0,32,0.33,4,2.2,0
683,（なす類）　なす　果実　ゆで,17,1,0.1,2.5,180,20,16,27,0.3,0.2,0.05,8,0,0.3,10,0.04,0.04,0.6,0.03,0,22,0.29,1,2.1,0
684,（なす類）　なす　果実　油いため,73,1.5,5.8,3.9,290,22,21,40,0.4,0.2,0.07,16,0,1.4,11,0.06,0.07,1,0.06,0,36,0.4,2,2.6,0
685,（なす類）　なす　果実　天ぷら,165,1.6,14,11.5,200,31,14,41,0.2,0.2,0.07,9,0,2.6,22,0.05,0.07,0.8,0.04,0,28,0.16,2,1.9,0.1
686,（なす類）　べいなす　果実　生,20,1.1,0.1,2.8,220,10,14,26,0.4,0.2,0.08,4,0,0.3,9,0.04,0.04,0.8,0.06,0,19,0.3,6,2.4,0
687,（なす類）　べいなす　果実　素揚げ,177,1,17,5.1,220,10,14,26,0.4,0.2,0.09,2,0,2.5,31,0.05,0.04,0.8,0.05,0,12,0.3,2,1.8,0
688,（なす類）　漬物　塩漬,22,1.4,0.1,3.1,260,18,18,33,0.6,0.2,0.09,4,0,0.3,10,0.03,0.04,0.6,0.07,0,32,0.41,7,2.7,2.2
689,（なす類）　漬物　ぬかみそ漬,27,1.7,0.1,3.4,430,21,33,44,0.5,0.2,0.09,2,0,0.3,12,0.1,0.04,1.3,0.15,0,43,0.67,8,2.7,2.5
690,（なす類）　漬物　こうじ漬,87,5.5,0.1,14,210,65,22,65,1.4,0.4,0.17,0,0,0.5,27,0.03,0.05,1.2,0.03,0,9,0.13,0,4.2,6.6
691,（なす類）　漬物　からし漬,127,2.6,0.2,26.5,72,71,36,55,1.5,0.4,0.13,6,0,0.2,24,0.06,0.04,1,0.09,0,18,0.08,87,4.2,4.8
692,（なす類）　漬物　しば漬,27,1.4,0.2,2.6,50,30,16,27,1.7,0.2,0.12,48,0,0.7,72,0,0.02,0.3,0.03,0,9,0.13,0,4.4,4.1
693,なずな　葉　生,35,4.3,0.1,1.6,440,290,34,92,2.4,0.7,0.16,430,0,2.5,330,0.15,0.27,1.2,0.32,0,180,1.1,110,5.4,0
694,（なばな類）　和種なばな　花らい・茎　生,34,4.4,0.2,2.5,390,160,29,86,2.9,0.7,0.09,180,0,2.9,250,0.16,0.28,2.6,0.26,0,340,0.73,130,4.2,0
695,（なばな類）　和種なばな　花らい・茎　ゆで,28,4.7,0.1,0.9,170,140,19,86,1.7,0.4,0.07,200,0,2.8,250,0.07,0.14,1.9,0.11,0,190,0.3,44,4.3,0
696,（なばな類）　洋種なばな　茎葉　生,36,4.1,0.4,3.3,410,97,28,78,0.9,0.6,0.09,220,0,1.7,260,0.11,0.24,2.5,0.22,0,240,0.8,110,3.7,0
697,（なばな類）　洋種なばな　茎葉　ゆで,30,3.6,0.4,2.1,210,95,19,71,0.7,0.4,0.07,230,0,1.6,270,0.06,0.13,1.7,0.11,0,240,0.47,55,4.1,0
698,にがうり　果実　生,15,1,0.1,1.6,260,14,14,31,0.4,0.2,0.05,17,0,0.8,41,0.05,0.07,0.5,0.06,0,72,0.37,76,2.6,0
699,にがうり　果実　油いため,47,1.2,3.3,2.3,260,14,15,33,0.5,0.2,0.05,19,0,0.9,45,0.05,0.08,0.6,0.07,0,79,0.41,75,2.8,0
700,（にら類）　にら　葉　生,18,1.7,0.3,1.9,510,48,18,31,0.7,0.3,0.07,290,0,2.5,180,0.06,0.13,1.1,0.16,0,100,0.5,19,2.7,0
701,（にら類）　にら　葉　ゆで,27,2.6,0.5,2.4,400,51,20,26,0.7,0.3,0.09,370,0,3.1,330,0.04,0.12,1.1,0.13,0,77,0.39,11,4.3,0
702,（にら類）　にら　葉　油いため,69,1.9,5.7,2.2,600,48,22,38,0.8,0.4,0.08,380,0,4.1,220,0.06,0.16,1.3,0.2,0,140,0.59,21,3.5,0
703,（にら類）　花にら　花茎・花らい　生,27,1.9,0.2,3.7,250,22,15,41,0.5,0.3,0.08,91,0,1,100,0.07,0.08,1.2,0.17,0,120,0.42,23,2.8,0
704,（にら類）　黄にら　葉　生,18,2.1,0.1,1.9,180,15,11,35,0.7,0.2,0.07,5,0,0.3,29,0.05,0.08,1.3,0.12,0,76,0.38,15,2,0
705,（にんじん類）　葉にんじん　葉　生,16,1.1,0.2,1,510,92,27,52,0.9,0.3,0.04,140,0,1.1,160,0.06,0.12,1.3,0.15,0,73,0.43,22,2.7,0.1
706,（にんじん類）　にんじん　根　皮つき　生,35,0.7,0.2,6.8,300,28,10,26,0.2,0.2,0.05,720,0,0.4,17,0.07,0.06,1,0.1,0,21,0.37,6,2.8,0.1
707,（にんじん類）　にんじん　根　皮つき　ゆで,29,0.6,0.2,5.7,270,32,12,29,0.3,0.3,0.05,710,0,0.4,15,0.06,0.05,0.9,0.09,0,17,0.42,4,3,0.1
708,（にんじん類）　にんじん　根　皮なし　生,30,0.8,0.1,6.2,270,26,9,25,0.2,0.2,0.05,690,0,0.5,18,0.07,0.06,0.9,0.1,0,23,0.33,6,2.4,0.1
709,（にんじん類）　にんじん　根　皮なし　ゆで,28,0.7,0.1,5.6,240,29,9,26,0.2,0.2,0.05,730,0,0.4,18,0.06,0.05,0.7,0.1,0,19,0.25,4,2.8,0.1
710,（にんじん類）　にんじん　根　皮なし　油いため,103,1.1,6.4,9.3,400,35,13,37,0.3,0.3,0.08,1000,0,1.7,22,0.11,0.08,1.3,0.14,0,31,0.45,5,3.1,0.1
711,（にんじん類）　にんじん　根　皮なし　素揚げ,87,1,3.5,12.9,380,36,13,35,0.3,0.3,0.05,330,0,1.6,34,0.1,0.07,1.1,0.15,0,28,0.5,6,1.1,0.1
712,（にんじん類）　にんじん　根　皮　生,26,0.7,0.2,3.7,630,45,20,43,0.3,0.2,0.08,720,0,0.5,12,0.05,0.05,1.2,0.12,0,46,0.31,4,3.8,0
713,（にんじん類）　にんじん　根　冷凍,30,0.8,0.2,4.1,200,30,9,31,0.3,0.2,0.05,920,0,0.8,6,0.04,0.02,0.6,0.09,0,21,0.25,4,4.1,0.1
714,（にんじん類）　にんじん　根　冷凍　ゆで,24,0.7,0.2,3.5,130,31,8,26,0.3,0.2,0.04,1000,0,0.9,6,0.03,0.02,0.5,0.06,0,18,0.2,1,3.5,0.1
715,（にんじん類）　にんじん　根　冷凍　油いため,65,0.9,4,5.2,210,33,9,33,0.3,0.2,0.06,1100,0,1.5,11,0.04,0.03,0.7,0.09,0,24,0.3,2,4.2,0.2
716,（にんじん類）　にんじん　グラッセ,53,0.7,1.4,10.3,240,26,10,27,0.2,0.1,0.03,880,0,0.7,7,0.03,0.03,0.6,0.09,0,17,0.14,2,2.6,1
717,（にんじん類）　にんじん　ジュース　缶詰,29,0.6,0.1,6.7,280,10,7,20,0.2,0.1,0.04,370,0,0.2,2,0.03,0.04,0.7,0.08,0,13,0.27,1,0.2,0
718,（にんじん類）　きんとき　根　皮つき　生,39,1.8,0.2,6.3,540,37,11,64,0.4,0.9,0.09,410,0,0.5,2,0.07,0.05,1.4,0.12,0,110,0.32,8,3.9,0
719,（にんじん類）　きんとき　根　皮つき　ゆで,37,1.9,0.2,5.5,470,39,10,66,0.5,1,0.08,410,0,0.5,2,0.07,0.05,1.3,0.12,0,98,0.33,6,4.3,0
720,（にんじん類）　きんとき　根　皮なし　生,40,1.8,0.3,6.8,520,34,10,67,0.4,0.9,0.08,380,0,0.5,2,0.07,0.05,1.3,0.13,0,100,0.33,8,3.6,0
721,（にんじん類）　きんとき　根　皮なし　ゆで,40,1.9,0.4,6.3,480,38,9,72,0.4,1,0.08,400,0,0.5,2,0.06,0.06,1.2,0.14,0,100,0.28,8,4.1,0
722,（にんじん類）　ミニキャロット　根　生,26,0.7,0.2,5.1,340,30,8,22,0.3,0.2,0.05,500,0,0.6,13,0.04,0.03,0.7,0.1,0,32,0.41,4,2.7,0
723,（にんにく類）　にんにく　りん茎　生,129,6.4,0.9,24.1,510,14,24,160,0.8,0.8,0.16,0,0,0.5,0,0.19,0.07,1.8,1.53,0,93,0.55,12,6.2,0
724,（にんにく類）　にんにく　りん茎　油いため,191,8.2,5.9,27.6,610,18,29,200,1.2,1,0.21,0,0,1.5,3,0.23,0.09,2.3,1.8,0,120,0.68,10,6.8,0
725,（にんにく類）　茎にんにく　花茎　生,44,1.9,0.3,7.5,160,45,15,33,0.5,0.3,0.06,60,0,0.8,54,0.11,0.1,0.9,0.31,0,120,0.29,45,3.8,0
726,（にんにく類）　茎にんにく　花茎　ゆで,43,1.7,0.2,7.5,160,40,15,33,0.5,0.3,0.06,56,0,0.8,51,0.1,0.07,0.8,0.28,0,120,0.31,39,3.8,0
727,（ねぎ類）　根深ねぎ　葉　軟白　生,35,1.4,0.1,6.4,200,36,13,27,0.3,0.3,0.04,7,0,0.2,8,0.05,0.04,0.6,0.12,0,72,0.17,14,2.5,0
728,（ねぎ類）　根深ねぎ　葉　軟白　ゆで,28,1.3,0.1,4.8,150,28,10,22,0.3,0.3,0.05,6,0,0.1,8,0.04,0.03,0.5,0.09,0,53,0.17,10,2.5,0
729,（ねぎ類）　根深ねぎ　葉　軟白　油いため,77,1.6,4.4,7.7,220,35,14,28,0.3,0.3,0.06,6,0,0.9,8,0.06,0.05,0.7,0.14,0,72,0.17,15,2.7,0
730,（ねぎ類）　葉ねぎ　葉　生,29,1.9,0.3,4,260,80,19,40,1,0.3,0.05,120,0,0.9,110,0.06,0.11,0.9,0.13,0,100,0.23,32,3.2,0
731,（ねぎ類）　葉ねぎ　葉　油いため,77,2.1,5.2,4.9,310,95,22,49,1.2,0.4,0.06,150,0,2.1,150,0.07,0.12,1.1,0.16,0,120,0.29,43,3.9,0
732,（ねぎ類）　こねぎ　葉　生,26,2,0.3,3.7,320,100,17,36,1,0.3,0.03,190,0,1.3,120,0.08,0.14,1.1,0.13,0,120,0.2,44,2.5,0
733,のざわな　葉　生,14,0.9,0.1,1.7,390,130,19,40,0.6,0.3,0.05,100,0,0.5,100,0.06,0.1,1,0.11,0,110,0.17,41,2,0.1
734,のざわな　漬物　塩漬,17,1.2,0.1,1.8,300,130,21,39,0.4,0.3,0.05,130,0,0.7,110,0.05,0.11,0.9,0.06,0,64,0.13,27,2.5,1.5
735,のざわな　漬物　調味漬,22,1.7,0,2.3,360,94,21,36,0.7,0.3,0.08,200,0,1.3,200,0.03,0.11,0.8,0.08,0,35,0.17,26,3.1,2.4
736,のびる　りん茎葉　生,63,3.2,0.2,8.7,590,100,21,96,2.6,1,0.06,67,0,1.3,160,0.08,0.22,1.6,0.16,0,110,0.29,60,6.9,0
737,はくさい　結球葉　生,13,0.8,0.1,2.1,220,43,10,33,0.3,0.2,0.03,8,0,0.2,59,0.03,0.03,0.7,0.09,0,61,0.25,19,1.3,0
738,はくさい　結球葉　ゆで,13,0.9,0.1,1.8,160,43,9,33,0.3,0.2,0.03,11,0,0.1,87,0.01,0.01,0.5,0.04,0,42,0.25,10,1.4,0
739,はくさい　漬物　塩漬,17,1.5,0.1,1.8,240,39,12,41,0.4,0.2,0.04,1,0,0.2,61,0.04,0.03,0.6,0.08,0,59,0.11,29,1.8,2.1
740,はくさい　漬物　キムチ,27,2.3,0.1,2.7,290,50,11,48,0.5,0.2,0.04,15,0,0.5,42,0.04,0.06,1,0.13,0,22,0.24,15,2.2,2.9
741,パクチョイ　葉　生,15,1.6,0.2,1,450,100,27,39,0.8,0.3,0.04,150,0,0.9,190,0.07,0.12,1.1,0.11,0,140,0.34,45,1.8,0
742,バジル　葉　生,21,2,0.6,0.9,420,240,69,41,1.5,0.6,0.2,520,0,3.5,440,0.08,0.19,1,0.11,0,69,0.29,16,4,0
743,パセリ　葉　生,34,4,0.7,1.9,1000,290,42,61,7.5,1,0.16,620,0,3.3,850,0.12,0.24,2.7,0.27,0,220,0.48,120,6.8,0
744,はつかだいこん　根　生,13,0.8,0.1,2,220,21,11,46,0.3,0.1,0.02,0,0,0,1,0.02,0.02,0.3,0.07,0,53,0.18,19,1.2,0
745,はなっこりー　生,35,3.6,0.5,2.3,380,51,22,79,0.5,0.5,0.06,97,0,1.3,140,0.09,0.15,1.6,0.23,0,220,0.5,90,3.1,0
746,はやとうり　果実　白色種　生,20,0.6,0.1,4,170,12,10,21,0.3,0.1,0.03,0,0,0.2,9,0.02,0.03,0.4,0.04,0,44,0.46,11,1.2,0
747,はやとうり　果実　白色種　塩漬,17,0.6,0,3,110,8,10,14,0.2,0.1,0.04,0,0,0.1,11,0.02,0.04,0.4,0.04,0,25,0.47,9,1.6,3.6
748,はやとうり　果実　緑色種　生,21,0.6,0.1,3.7,170,12,10,21,0.3,0.1,0.03,2,0,0.2,9,0.02,0.03,0.4,0.04,0,44,0.46,11,1.2,0
749,ビーツ　根　生,38,1.6,0.1,7.2,460,12,18,23,0.4,0.3,0.09,0,0,0.1,0,0.05,0.05,0.6,0.07,0,110,0.31,5,2.7,0.1
750,ビーツ　根　ゆで,42,1.5,0.1,7.8,420,15,22,29,0.4,0.3,0.09,0,0,0.1,0,0.04,0.04,0.5,0.05,0,110,0.31,3,2.9,0.1
751,（ピーマン類）　青ピーマン　果実　生,20,0.9,0.2,3,190,11,11,22,0.4,0.2,0.06,33,0,0.8,20,0.03,0.03,0.8,0.19,0,26,0.3,76,2.3,0
752,（ピーマン類）　青ピーマン　果実　油いため,54,0.9,4.3,3.3,200,11,11,24,0.7,0.2,0.06,35,0,0.9,21,0.03,0.03,0.8,0.2,0,27,0.31,79,2.4,0
753,（ピーマン類）　赤ピーマン　果実　生,28,1,0.2,5.8,210,7,10,22,0.4,0.2,0.03,88,0,4.3,7,0.06,0.14,1.4,0.37,0,68,0.28,170,1.6,0
754,（ピーマン類）　赤ピーマン　果実　油いため,69,1,4.3,6.4,220,7,10,24,0.7,0.2,0.03,92,0,4.4,7,0.06,0.16,1.4,0.39,0,71,0.29,180,1.6,0
755,（ピーマン類）　オレンジピーマン　果実　生,19,0.9,0.3,2.8,230,5,10,26,0.3,0.2,0.04,53,0,3.1,4,0.04,0.03,1.4,0.32,0,53,0.21,150,1.8,0
756,（ピーマン類）　オレンジピーマン　果実　油いため,81,1.1,5.1,7.8,270,5,11,30,0.4,0.2,0.05,60,0,5.2,11,0.05,0.04,1.6,0.34,0,57,0.26,170,0,0
757,（ピーマン類）　黄ピーマン　果実　生,28,0.8,0.2,5.7,200,8,10,21,0.3,0.2,0.04,17,0,2.4,3,0.04,0.03,1.2,0.26,0,54,0.25,150,1.3,0
758,（ピーマン類）　黄ピーマン　果実　油いため,61,0.8,4.3,6.1,210,8,10,23,0.5,0.2,0.04,18,0,2.5,3,0.04,0.03,1.2,0.27,0,56,0.26,160,1.3,0
759,（ピーマン類）　トマピー　果実　生,33,1,0.2,6.1,210,8,8,29,0.4,0.3,0.07,160,0,4.3,4,0.05,0.09,1.4,0.56,0,45,0.33,200,1.6,0
760,ひのな　根・茎葉　生,17,1,0,1.9,480,130,21,51,0.8,0.2,0.04,98,0,0.7,93,0.05,0.13,0.9,0.14,0,92,0.18,52,3,0
761,ひのな　根・茎葉　甘酢漬,70,1.4,0.5,12.9,550,130,22,40,0.9,0.3,0.08,170,0,1.4,120,0.04,0.08,1,0.12,0,69,0.2,39,4.7,2.8
762,ひろしまな　葉　生,19,1.5,0.2,2.3,550,200,32,55,0.8,0.3,0.04,160,0,1.3,160,0.06,0.15,1,0.1,0,120,0.47,49,2.4,0.1
763,ひろしまな　塩漬,15,1.2,0.2,1.2,120,74,13,17,0.8,0.3,0.06,170,0,0.6,210,0.02,0.07,0.4,0.04,0,15,0.07,15,2.4,2.1
764,（ふき類）　ふき　葉柄　生,11,0.3,0,1.7,330,40,6,18,0.1,0.2,0.05,4,0,0.2,6,0,0.02,0.2,0.01,0,12,0.07,2,1.3,0.1
765,（ふき類）　ふき　葉柄　ゆで,7,0.3,0,0.8,230,34,5,15,0.1,0.2,0.05,5,0,0.2,5,0,0.01,0.2,0.08,0,9,0,0,1.1,0.1
766,（ふき類）　ふきのとう　花序　生,38,2.5,0.1,3.6,740,61,49,89,1.3,0.8,0.36,33,0,3.2,92,0.1,0.17,1.3,0.18,0,160,0.45,14,6.4,0
767,（ふき類）　ふきのとう　花序　ゆで,31,2.5,0.1,2.8,440,46,33,54,0.7,0.5,0.2,22,0,2.4,69,0.06,0.08,0.9,0.07,0,83,0.24,3,4.2,0
768,ふじまめ　若ざや　生,32,2.5,0.1,3,300,43,33,63,0.8,0.4,0.07,20,0,0.1,29,0.08,0.1,1.3,0.08,0,120,0.35,13,4.4,0
769,ふだんそう　葉　生,17,2,0.1,0.4,1200,75,74,33,3.6,0.3,0.06,310,0,1.7,180,0.07,0.23,0.7,0.25,0,120,0.53,19,3.3,0.2
770,ふだんそう　葉　ゆで,26,2.8,0.1,1.6,760,130,79,34,2.1,0.4,0.06,320,0,1.7,220,0.03,0.11,0.6,0.14,0,92,0.44,7,3.8,0.2
771,ブロッコリー　花序　生,37,5.4,0.6,3.1,460,50,29,110,1.3,0.8,0.1,75,0,3,210,0.17,0.23,2,0.3,0,220,1.42,140,5.1,0
772,ブロッコリー　花序　ゆで,30,3.9,0.4,2.3,210,41,17,74,0.9,0.4,0.06,69,0,2.7,190,0.06,0.09,1.1,0.14,0,120,0.74,55,4.3,0
773,ブロッコリー　花序　電子レンジ調理,57,5.7,0.7,8.4,500,54,32,120,1.4,0.9,0.11,83,0,3.4,220,0.18,0.25,2.2,0.41,0,160,1.31,140,0,0
774,ブロッコリー　花序　焼き,84,9.9,1.2,11.4,820,90,53,200,2.3,1.5,0.17,140,0,6,380,0.27,0.4,3.5,0.67,0,450,1.99,150,0,0
775,ブロッコリー　花序　油いため,109,6.9,6.3,8.2,590,64,37,140,1.7,1.1,0.11,97,0,5.8,270,0.2,0.28,2.5,0.52,0,340,1.47,130,0,0
776,ブロッコリー　芽ばえ　生,18,1.9,0.6,1.6,100,57,32,60,0.7,0.4,0.03,120,0,1.9,150,0.08,0.11,1.6,0.2,0,74,0.52,64,1.8,0
777,へちま　果実　生,17,0.8,0.1,3.1,150,12,12,25,0.3,0.2,0.06,4,0,0.3,12,0.03,0.04,0.3,0.07,0,92,0.3,5,1,0
778,へちま　果実　ゆで,19,1.6,0.1,2.7,140,24,13,34,0.7,0.2,0.07,3,0,0.4,11,0.03,0.06,0.3,0.05,0,91,0.39,3,1.5,0
779,ほうれんそう　葉　通年平均　生,18,2.2,0.4,0.1,690,49,69,47,2,0.7,0.11,350,0,2.1,270,0.11,0.2,1.3,0.14,0,210,0.2,35,2.8,0
780,ほうれんそう　葉　通年平均　ゆで,23,2.6,0.5,1.2,490,69,40,43,0.9,0.7,0.11,450,0,2.6,320,0.05,0.11,1.2,0.08,0,110,0.13,19,3.6,0
781,ほうれんそう　葉　通年平均　油いため,91,3.8,8.1,1.1,530,88,52,54,1.2,0.8,0.15,630,0,4.8,510,0.08,0.16,1.7,0.09,0,140,0.2,21,4.6,0
782,ほうれんそう　葉　夏採り　生,18,2.2,0.4,0.1,690,49,69,47,2,0.7,0.11,350,0,2.1,270,0.11,0.2,1.3,0.14,0,210,0.2,20,2.8,0
783,ほうれんそう　葉　夏採り　ゆで,23,2.6,0.5,1.2,490,69,40,43,0.9,0.7,0.11,450,0,2.6,320,0.05,0.11,1.2,0.08,0,110,0.13,10,3.6,0
784,ほうれんそう　葉　冬採り　生,18,2.2,0.4,0.1,690,49,69,47,2,0.7,0.11,350,0,2.1,270,0.11,0.2,1.3,0.14,0,210,0.2,60,2.8,0
785,ほうれんそう　葉　冬採り　ゆで,23,2.6,0.5,1.2,490,69,40,43,0.9,0.7,0.11,450,0,2.6,320,0.05,0.11,1.2,0.08,0,110,0.13,30,3.6,0
786,ほうれんそう　葉　冷凍,22,2.9,0.3,0.3,210,100,51,46,1.2,0.5,0.1,440,0,2.7,300,0.06,0.13,1.4,0.1,0,120,0.15,19,3.3,0.3
787,ほうれんそう　葉　冷凍　ゆで,27,3.7,0.5,0,90,170,55,42,1.3,0.5,0.14,720,0,4.4,480,0,0.06,1.4,0.05,0,57,0.03,5,4.8,0.1
788,ほうれんそう　葉　冷凍　油いため,67,4,4.5,1.9,240,130,61,57,1.5,0.6,0.12,600,0,4.6,370,0,0.18,1.8,0.12,0,150,0.19,16,4.1,0.4
789,ホースラディシュ　根茎　生,69,3.1,0.3,10.2,510,110,65,58,1,2.3,0.19,1,0,0,0,0.1,0.1,1,0.23,0,99,0.32,73,8.2,0
790,まこも　茎　生,19,1.3,0.2,2.6,240,2,8,42,0.2,0.2,0.02,1,0,0,2,0.04,0.03,0.7,0.08,0,43,0.25,6,2.3,0
791,みずかけな　葉　生,25,2.9,0.1,2.4,400,110,23,64,1,0.3,0.07,190,0,0.9,200,0.11,0.23,2.2,0.17,0,240,0.55,88,2.8,0
792,みずかけな　塩漬,34,4.9,0,2.4,440,110,26,67,1,0.5,0.08,240,0,1.3,200,0.12,0.34,3.3,0.24,0,180,0.54,70,4,2.5
